unix_seconds,monotonic_seconds,sectors_read,sectors_written,io_milliseconds,sector_bytes
1790410711.715099,19059.988374295,73209548,826777104,1041822,512
1790410712.715559,19060.988834222,73209548,826777104,1041822,512
1790410713.7159843,19061.989259401,73209548,826778336,1041827,512
1790410714.716394,19062.989669113,73209548,826778336,1041827,512
1790410715.7169278,19063.990202901,73209548,826778336,1041827,512
1790410716.717288,19064.990563055,73209548,826779128,1041840,512
1790410717.7176998,19065.990975009,73209548,826779128,1041840,512
1790410718.7182343,19066.991509598,73209548,826779136,1041842,512
1790410719.7188616,19067.99213668,73209548,826779136,1041842,512
1790410720.719245,19068.992520364,73209548,826780376,1041845,512
1790410721.7198923,19069.993168013,73209548,826783456,1041864,512
1790410722.7204611,19070.993736879,73209548,826783480,1041867,512
1790410723.7208433,19071.994118423,73209548,826783480,1041867,512
1790410724.7214172,19072.994692285,73209548,826783480,1041867,512
1790410725.7218683,19073.995143611,73209548,826783480,1041867,512
1790410726.7223778,19074.995652703,73209548,826783480,1041867,512
