step,iteration_seconds,loss,tokens,vae_rank_mean_seconds,vae_rank_max_seconds,prepare_rank_mean_seconds,prepare_rank_max_seconds
972,13.44,0.9741,913655,3.025,3.107,3.066,3.145
973,13.18,0.9052,909176,2.975,3.057,3.012,3.098
974,13.23,1.0271,912675,2.986,3.039,3.024,3.076
975,13.3,0.9746,912286,3.012,3.187,3.052,3.229
976,13.27,0.963,911209,2.974,3.021,3.012,3.059
977,13.24,0.8292,909825,3.031,3.185,3.071,3.224
978,13.28,0.8904,914779,3.019,3.198,3.057,3.24
979,13.31,0.7121,915545,2.991,3.084,3.03,3.125
980,13.3,0.9887,913844,3.03,3.14,3.07,3.181
981,13.25,1.1761,911539,2.985,3.17,3.022,3.209
982,13.31,1.1632,913944,3.007,3.065,3.044,3.105
983,13.3,0.703,916107,2.996,3.086,3.036,3.132
984,13.37,1.1236,911293,3.016,3.098,3.054,3.138
985,13.47,1.1133,916142,3.011,3.149,3.049,3.189
986,13.44,0.8138,915445,3.016,3.128,3.053,3.168
987,13.21,0.7897,914093,3.003,3.121,3.04,3.161
988,13.34,0.7373,909699,2.996,3.109,3.035,3.148
989,13.38,0.7376,914574,3.015,3.105,3.054,3.147
990,13.31,0.8726,912990,3.028,3.139,3.067,3.18
991,13.38,0.8631,915908,3.042,3.125,3.08,3.163
992,13.3,0.9403,912023,3.023,3.11,3.061,3.15
993,13.36,0.9092,915252,3.015,3.1,3.054,3.136
994,13.22,1.0689,912172,2.998,3.117,3.037,3.158
995,13.37,0.7754,914174,3.021,3.137,3.06,3.183
996,13.32,0.8407,914259,3.016,3.126,3.055,3.168
997,13.2,0.9015,914331,2.999,3.079,3.038,3.124
998,13.4,1.0375,916405,3.029,3.21,3.067,3.248
999,13.39,0.6041,913179,3.031,3.17,3.07,3.213
1000,404.54,0.8413,911212,3.083,3.271,3.123,3.314
1001,13.26,0.7715,912939,3.014,3.172,3.054,3.21
1002,13.02,0.9455,913532,3.003,3.121,3.04,3.162
1003,13.17,1.1593,913663,3.069,3.309,3.11,3.351
1004,13.02,0.7428,912920,3.022,3.277,3.06,3.32
1005,13.07,0.8021,918009,3.018,3.138,3.057,3.183
1006,13.24,0.6961,913282,3.022,3.243,3.059,3.282
1007,13.03,0.7007,913831,2.979,3.079,3.017,3.123
1008,13.13,0.8975,908751,2.997,3.085,3.034,3.126
1009,13.29,0.9903,912649,3.024,3.085,3.062,3.123
1010,13.26,0.8392,912067,3.002,3.081,3.041,3.12
1011,13.27,0.9761,914761,3.025,3.275,3.064,3.315
1012,13.34,0.8382,912439,3.041,3.226,3.079,3.264
1013,13.23,0.8839,916155,3.01,3.152,3.048,3.195
1014,13.24,1.0458,915012,3.008,3.134,3.045,3.174
1015,13.29,1.0204,913934,3.014,3.157,3.052,3.196
1016,13.12,1.3234,912243,2.973,3.049,3.011,3.089
1017,13.27,0.7738,907823,3.01,3.132,3.047,3.168
1018,13.31,0.7307,914789,3.047,3.195,3.087,3.234
1019,13.17,0.9166,911921,2.976,3.046,3.014,3.087
1020,13.24,0.8606,914642,2.976,3.068,3.012,3.105
1021,13.16,0.7313,912654,2.981,3.037,3.019,3.076
1022,13.24,0.8004,915215,3.0,3.178,3.037,3.221
1023,13.21,1.1008,914046,3.007,3.18,3.046,3.221
1024,13.19,0.7538,913801,2.992,3.121,3.031,3.164
1025,13.37,0.9709,912771,3.005,3.132,3.044,3.176
1026,13.41,0.9463,913406,3.077,3.321,3.116,3.362
1027,13.22,1.0714,913002,3.042,3.169,3.081,3.212
1028,13.26,0.769,913234,3.006,3.17,3.042,3.207
1029,13.26,0.9805,912092,2.985,3.049,3.022,3.088
1030,13.32,0.9512,914302,3.049,3.24,3.089,3.284
1031,13.23,0.711,913727,2.993,3.105,3.031,3.151
1032,13.24,0.7001,912797,3.009,3.156,3.047,3.193
1033,13.27,0.8227,912612,2.998,3.091,3.036,3.129
1034,13.17,0.8892,910350,3.008,3.167,3.045,3.208
1035,13.27,1.0496,911423,3.028,3.196,3.067,3.234
1036,13.16,0.8674,914023,2.971,3.097,3.009,3.139
1037,13.33,0.9602,913773,3.014,3.129,3.051,3.168
1038,13.22,0.9741,910949,2.984,3.091,3.02,3.13
1039,13.33,0.6839,912651,2.998,3.223,3.037,3.267
1040,13.21,0.9671,911341,2.979,3.065,3.017,3.101
1041,13.36,0.7632,912610,3.025,3.204,3.063,3.247
1042,13.31,0.9152,913814,3.031,3.132,3.07,3.174
1043,13.27,0.7746,914048,2.99,3.07,3.029,3.107
1044,13.41,0.7621,911290,3.041,3.319,3.079,3.362
1045,13.4,0.9282,913401,3.008,3.161,3.045,3.199
1046,13.37,0.6801,912317,3.031,3.179,3.07,3.22
1047,13.32,0.9063,912523,2.993,3.17,3.032,3.21
1048,13.38,0.8093,912437,3.039,3.24,3.078,3.285
1049,13.36,0.6457,917198,3.049,3.279,3.088,3.319
1050,13.18,0.6759,913854,3.042,3.225,3.08,3.267
1051,13.3,1.032,914172,3.002,3.119,3.04,3.157
1052,13.23,0.6302,915109,3.001,3.203,3.038,3.248
1053,13.27,1.0607,911679,2.996,3.053,3.036,3.096
1054,13.24,0.9407,912869,3.026,3.18,3.065,3.223
1055,13.3,0.655,915192,3.03,3.142,3.069,3.182
1056,13.29,1.0101,914093,3.001,3.065,3.039,3.106
1057,13.25,1.1808,917306,3.022,3.143,3.061,3.189
1058,13.31,0.754,914311,3.005,3.068,3.043,3.108
1059,13.33,0.9654,915261,3.011,3.083,3.048,3.123
1060,13.34,0.9876,912788,3.01,3.156,3.048,3.198
1061,13.38,1.0106,914987,3.042,3.215,3.082,3.255
1062,13.12,0.736,912410,2.964,3.071,3.001,3.117
1063,13.27,0.6188,910847,3.004,3.106,3.042,3.145
1064,13.22,0.8531,912502,2.987,3.062,3.025,3.098
1065,13.1,0.9012,914910,2.957,2.995,2.993,3.03
1066,13.28,0.8548,913473,2.999,3.134,3.035,3.171
1067,13.24,0.7674,914047,2.995,3.175,3.035,3.221
1068,13.44,0.852,915872,3.049,3.201,3.088,3.242
1069,13.23,0.8869,910849,3.001,3.122,3.037,3.161
1070,13.35,0.6907,909518,3.029,3.147,3.068,3.186
1071,13.25,1.0012,912773,2.998,3.206,3.036,3.251
1072,13.26,0.8307,912720,3.01,3.083,3.047,3.121
1073,13.35,0.9179,912170,3.03,3.208,3.068,3.25
1074,13.21,0.8175,913887,2.992,3.075,3.03,3.114
1075,13.29,0.6944,913946,3.006,3.088,3.045,3.131
1076,13.26,0.6706,913325,2.999,3.068,3.038,3.111
1077,13.19,0.7258,915360,2.987,3.081,3.024,3.118
1078,13.21,1.044,913391,2.98,3.084,3.016,3.122
1079,13.12,0.8884,915849,2.971,3.033,3.008,3.071
1080,13.44,1.1025,917374,3.054,3.278,3.093,3.32
1081,13.24,1.1636,911590,2.993,3.058,3.032,3.104
1082,13.21,1.1005,914121,2.98,3.101,3.018,3.146
1083,13.26,0.8,912203,2.98,3.096,3.018,3.135
1084,13.22,0.7708,914466,3.005,3.121,3.042,3.16
1085,13.33,0.7099,917230,3.023,3.14,3.062,3.18
1086,13.31,0.8136,912561,3.047,3.167,3.085,3.205
1087,13.24,0.8656,912883,2.979,3.103,3.017,3.142
1088,13.25,0.6328,916119,2.984,3.063,3.02,3.1
1089,13.33,0.837,915104,2.987,3.067,3.023,3.106
1090,13.19,0.7472,915577,2.995,3.055,3.032,3.091
1091,13.27,0.7665,913611,3.026,3.119,3.064,3.156
1092,13.3,1.0195,913638,3.027,3.154,3.063,3.194
1093,13.31,0.691,911958,3.015,3.097,3.055,3.135
1094,13.32,0.7794,913387,3.021,3.188,3.059,3.228
1095,13.31,0.7199,913804,3.027,3.224,3.065,3.267
1096,13.18,0.8268,912070,2.989,3.124,3.029,3.168
1097,13.23,0.9198,912176,3.011,3.162,3.048,3.206
1098,13.27,0.7398,915157,3.042,3.204,3.082,3.251
1099,13.32,1.077,910322,3.018,3.204,3.057,3.242
1100,13.43,0.8028,913609,3.061,3.302,3.1,3.345
1101,13.35,0.7263,912817,3.002,3.075,3.042,3.115
1102,13.42,0.8538,912330,3.008,3.195,3.048,3.246
1103,13.32,0.8472,910477,2.982,3.092,3.02,3.134
1104,13.3,1.0039,913443,3.013,3.103,3.05,3.142
1105,13.24,0.9807,912385,3.002,3.087,3.04,3.126
1106,13.22,0.6475,913801,2.992,3.097,3.029,3.135
1107,13.38,0.8175,916776,3.042,3.211,3.082,3.259
1108,13.21,0.6638,912843,3.009,3.103,3.048,3.142
1109,13.26,0.8564,914595,3.001,3.052,3.04,3.095
1110,13.28,0.9244,916874,3.026,3.125,3.064,3.165
1111,13.31,0.9744,915389,3.011,3.12,3.049,3.163
1112,13.28,0.8798,911783,3.002,3.102,3.039,3.144
1113,13.33,0.7069,914275,3.009,3.192,3.045,3.232
1114,13.29,0.7269,915602,2.988,3.057,3.026,3.094
1115,13.36,0.7027,913525,3.007,3.178,3.045,3.22
1116,13.33,0.6876,914700,3.028,3.161,3.067,3.21
1117,13.3,0.7379,914285,3.017,3.203,3.054,3.24
1118,13.3,0.7693,915987,3.036,3.141,3.074,3.18
1119,13.17,0.6526,911375,2.974,3.079,3.011,3.114
1120,13.14,0.8668,914653,2.989,3.07,3.027,3.112
1121,13.35,0.7714,914234,2.997,3.076,3.034,3.112
1122,13.3,0.7114,911383,3.019,3.221,3.057,3.263
1123,13.21,0.732,913692,2.995,3.053,3.033,3.091
1124,13.39,1.095,915465,3.062,3.246,3.101,3.292
1125,13.25,1.0053,910132,2.983,3.093,3.021,3.134
1126,13.37,1.0569,913612,3.031,3.185,3.068,3.224
1127,13.37,1.1715,914496,3.026,3.18,3.064,3.219
1128,13.26,1.0665,912689,2.986,3.071,3.024,3.11
1129,13.16,0.7931,913799,2.974,3.062,3.012,3.1
1130,13.13,0.8315,913751,3.017,3.157,3.057,3.199
1131,13.26,0.7533,915688,3.002,3.117,3.039,3.157
1132,13.32,1.0716,914934,3.037,3.215,3.076,3.258
1133,13.16,0.6689,912004,2.984,3.09,3.024,3.135
1134,13.24,0.8511,914250,3.02,3.117,3.058,3.155
1135,13.26,0.7056,913215,3.006,3.213,3.041,3.252
1136,13.15,0.8174,913354,2.982,3.042,3.019,3.081
1137,13.28,0.6828,915200,3.011,3.129,3.051,3.175
1138,13.3,0.7359,917327,3.028,3.109,3.066,3.147
1139,13.31,1.234,911712,3.012,3.21,3.05,3.254
1140,13.36,0.9138,915415,2.986,3.07,3.023,3.109
1141,13.37,0.7654,915689,3.008,3.139,3.046,3.181
1142,13.25,0.8711,913950,2.973,3.119,3.011,3.159
1143,13.17,0.9414,914769,2.982,3.051,3.019,3.09
1144,13.3,1.2764,913664,2.979,3.126,3.015,3.167
1145,13.33,1.0446,910676,3.003,3.218,3.041,3.263
1146,13.3,1.0694,912925,2.976,3.09,3.012,3.133
1147,13.22,0.6783,915070,3.031,3.125,3.07,3.168
1148,13.22,0.7316,913445,3.019,3.12,3.057,3.161
1149,13.32,0.8263,910365,3.049,3.199,3.087,3.248
1150,13.38,0.834,914748,3.036,3.209,3.075,3.249
1151,13.26,0.6397,916164,2.989,3.046,3.026,3.086
1152,13.27,1.0008,916198,2.992,3.059,3.028,3.098
1153,13.3,0.8388,914924,3.032,3.202,3.07,3.243
1154,13.17,0.8014,912527,2.992,3.088,3.03,3.133
1155,13.14,0.7912,914096,2.979,3.078,3.016,3.119
1156,13.19,0.6284,911108,3.007,3.109,3.046,3.149
1157,13.07,0.9693,911884,2.971,3.018,3.009,3.054
1158,13.24,0.8386,911317,2.981,3.121,3.018,3.159
1159,13.37,0.7425,914022,3.009,3.22,3.047,3.261
1160,13.39,0.6265,915431,3.015,3.204,3.053,3.246
1161,13.28,1.0504,914679,3.016,3.128,3.053,3.166
1162,13.19,0.643,908849,2.981,3.144,3.02,3.183
1163,13.19,0.8108,909431,2.986,3.125,3.025,3.166
1164,13.44,0.953,908776,3.048,3.258,3.087,3.302
1165,13.16,0.908,912067,2.993,3.087,3.03,3.129
1166,13.27,1.0889,911763,3.017,3.071,3.056,3.114
1167,13.2,0.8847,912906,2.996,3.108,3.034,3.156
1168,13.24,0.8142,913925,3.003,3.167,3.041,3.203
1169,13.24,0.8463,914218,3.008,3.154,3.046,3.192
1170,13.29,0.742,912062,2.994,3.094,3.032,3.135
1171,13.27,0.6858,912127,3.011,3.12,3.049,3.161
1172,13.38,0.9896,912830,3.058,3.226,3.098,3.269
1173,13.22,0.9378,912459,2.981,3.06,3.018,3.097
1174,13.18,0.8426,910675,2.979,3.107,3.017,3.152
1175,13.2,0.8693,915507,2.994,3.119,3.032,3.158
1176,13.26,0.9893,911508,3.008,3.106,3.047,3.144
1177,13.14,0.682,912066,2.984,3.07,3.02,3.109
1178,13.14,0.9818,909861,2.974,3.049,3.012,3.085
1179,13.26,0.7252,911263,2.981,3.08,3.019,3.121
1180,13.1,0.8409,913324,2.979,3.059,3.016,3.095
1181,13.25,0.8907,910503,3.009,3.093,3.048,3.131
1182,13.34,0.6477,911387,3.033,3.155,3.071,3.199
1183,13.33,0.7615,913960,3.009,3.174,3.048,3.213
1184,13.28,0.5862,911860,2.998,3.129,3.035,3.166
1185,13.12,0.7301,914432,2.979,3.094,3.016,3.132
1186,13.2,0.7578,910999,3.006,3.111,3.043,3.147
1187,13.23,0.9088,912804,3.012,3.197,3.05,3.241
1188,13.26,0.7204,907638,2.994,3.069,3.032,3.106
1189,13.28,0.9845,913980,3.006,3.138,3.042,3.177
1190,13.15,1.0019,912766,2.989,3.035,3.028,3.073
1191,13.15,0.6805,911949,2.958,3.013,2.995,3.056
1192,13.24,0.6692,910284,3.007,3.082,3.044,3.12
1193,13.3,0.8077,913140,2.992,3.073,3.029,3.115
1194,13.19,0.9396,912052,2.991,3.1,3.028,3.14
1195,13.41,1.0302,915084,3.054,3.216,3.092,3.261
1196,13.31,0.704,914479,3.033,3.197,3.07,3.239
1197,13.32,0.7445,912751,3.008,3.154,3.046,3.194
1198,13.41,0.6955,916961,3.02,3.138,3.058,3.18
1199,13.24,0.6631,917084,2.983,3.069,3.022,3.107
1200,13.16,0.9059,911909,2.986,3.11,3.024,3.149
1201,13.4,0.9205,916158,3.027,3.222,3.066,3.266
1202,13.27,0.9639,914654,3.014,3.18,3.053,3.225
1203,13.37,0.6586,916529,3.028,3.199,3.066,3.243
1204,13.25,0.7273,915359,3.001,3.094,3.039,3.13
1205,13.25,0.9566,916664,2.985,3.064,3.024,3.105
1206,13.21,0.7095,913987,2.986,3.152,3.024,3.193
1207,13.22,0.6327,916701,2.965,3.013,3.002,3.05
1208,13.23,0.8271,914111,3.01,3.145,3.049,3.182
1209,13.28,0.6139,913361,3.007,3.083,3.046,3.127
1210,13.26,0.6274,910529,3.018,3.104,3.057,3.142
1211,13.25,0.6831,912137,3.021,3.152,3.059,3.192
1212,13.32,0.8632,914141,3.006,3.117,3.044,3.155
1213,13.18,0.8817,913432,2.995,3.107,3.032,3.145
1214,13.3,0.9204,914137,2.996,3.082,3.034,3.122
1215,13.29,1.3181,910193,2.991,3.073,3.028,3.112
1216,13.26,0.7658,909796,2.987,3.138,3.024,3.182
1217,13.3,0.9056,912736,3.016,3.168,3.052,3.207
1218,13.27,0.7268,911857,3.025,3.143,3.066,3.187
1219,13.26,0.936,911061,2.994,3.165,3.031,3.204
1220,13.17,0.7387,916115,2.989,3.057,3.028,3.1
1221,13.28,0.7083,912537,3.026,3.234,3.064,3.273
1222,13.26,0.7853,912389,2.994,3.099,3.033,3.144
1223,13.39,0.7073,912922,3.046,3.249,3.086,3.294
1224,13.29,0.7755,912286,2.987,3.084,3.026,3.129
1225,13.24,0.9975,907965,3.008,3.115,3.046,3.162
1226,13.24,1.1719,913958,3.012,3.118,3.052,3.166
1227,13.38,0.6562,917481,3.046,3.228,3.084,3.272
1228,13.34,0.9785,913904,3.013,3.07,3.053,3.112
1229,13.44,1.0225,911939,3.011,3.148,3.049,3.193
1230,13.33,0.823,913605,3.06,3.215,3.1,3.257
1231,13.36,0.7884,910589,3.026,3.097,3.064,3.136
1232,13.35,0.6469,912067,3.012,3.194,3.05,3.24
1233,13.39,0.7333,913865,3.023,3.206,3.061,3.248
1234,13.37,0.8202,915482,3.01,3.089,3.05,3.133
1235,13.26,0.7557,914837,2.977,3.034,3.014,3.081
1236,13.3,1.015,915924,2.988,3.173,3.025,3.216
1237,13.42,0.6742,913763,3.05,3.303,3.088,3.346
1238,13.35,0.8224,917659,3.029,3.217,3.069,3.262
1239,13.28,0.9487,913267,3.043,3.173,3.084,3.213
1240,13.3,0.7504,912994,3.024,3.2,3.063,3.245
1241,13.25,0.8267,915331,3.008,3.078,3.047,3.121
1242,13.07,0.6644,913590,2.989,3.075,3.027,3.117
1243,13.28,1.1504,914084,3.011,3.217,3.05,3.262
1244,13.33,1.0113,914179,3.04,3.214,3.077,3.254
1245,13.36,0.5305,914554,3.098,3.268,3.137,3.31
1246,13.39,0.8783,914548,3.026,3.258,3.064,3.302
1247,13.25,0.5378,913996,3.005,3.126,3.043,3.168
1248,13.36,0.8141,913814,3.014,3.132,3.054,3.171
1249,13.38,0.7952,918423,3.008,3.12,3.045,3.157
1250,13.19,0.6027,912471,2.979,3.068,3.017,3.109
1251,13.36,0.8036,914145,3.007,3.264,3.045,3.305
1252,13.35,0.5929,912218,2.989,3.21,3.026,3.253
1253,13.27,0.8008,913499,2.977,3.046,3.013,3.084
1254,13.21,1.083,910770,2.97,3.038,3.007,3.074
1255,13.41,0.9603,913685,3.034,3.231,3.074,3.278
1256,13.33,0.7086,913126,3.009,3.102,3.049,3.143
1257,13.27,0.6075,912449,3.012,3.078,3.051,3.117
1258,13.32,0.7573,912891,3.022,3.111,3.059,3.15
1259,13.21,0.9389,909720,2.994,3.122,3.032,3.161
1260,13.29,0.8368,911171,3.049,3.2,3.089,3.244
1261,13.23,0.9554,915137,2.96,3.009,2.998,3.046
1262,13.18,0.9265,913544,2.976,3.065,3.013,3.109
1263,13.31,0.7526,912224,3.008,3.129,3.046,3.169
1264,13.15,0.9183,913378,3.027,3.181,3.065,3.227
1265,13.31,0.7971,913240,3.057,3.172,3.097,3.213
1266,13.18,1.0458,915506,2.985,3.071,3.024,3.114
1267,13.09,0.5837,915044,2.972,3.057,3.009,3.092
1268,13.18,0.9951,912484,2.987,3.098,3.025,3.142
1269,13.21,0.827,916211,2.999,3.109,3.037,3.151
1270,13.32,0.7964,917840,3.023,3.238,3.06,3.28
1271,13.37,0.7941,916389,3.033,3.169,3.071,3.208
1272,13.19,0.728,912962,2.988,3.127,3.026,3.166
1273,13.25,1.2238,915294,2.989,3.17,3.027,3.214
1274,13.17,0.8469,915110,2.986,3.079,3.025,3.125
1275,13.27,1.2201,914192,2.994,3.215,3.031,3.256
1276,13.32,0.7271,913251,2.996,3.197,3.034,3.24
1277,13.34,0.7821,912097,3.024,3.265,3.063,3.312
1278,13.28,0.7069,910980,3.023,3.122,3.062,3.159
1279,13.31,0.7517,914080,3.014,3.15,3.052,3.194
1280,13.21,0.7378,911973,2.993,3.091,3.032,3.135
1281,13.32,0.8423,911770,3.017,3.264,3.055,3.31
1282,13.25,0.6926,913968,2.993,3.07,3.032,3.108
1283,13.44,0.8287,915661,3.023,3.357,3.061,3.401
1284,13.24,0.6645,916869,2.977,3.163,3.014,3.208
1285,13.27,0.675,911956,2.999,3.138,3.036,3.178
1286,13.19,0.8122,918795,2.978,3.052,3.016,3.092
1287,13.34,0.7113,910907,2.995,3.12,3.033,3.163
1288,13.14,0.6788,908659,2.968,3.072,3.006,3.109
1289,13.11,0.5366,913425,2.96,3.011,2.997,3.048
1290,13.39,0.697,914132,3.049,3.199,3.088,3.239
1291,13.39,1.0045,915016,3.032,3.201,3.071,3.241
1292,13.25,0.8976,913354,2.998,3.189,3.037,3.233
1293,13.38,1.2453,912134,3.054,3.188,3.093,3.231
1294,13.33,1.1146,913650,3.026,3.215,3.064,3.254
1295,13.47,0.8107,913113,3.036,3.257,3.073,3.298
1296,13.26,0.8085,911420,3.023,3.183,3.063,3.224
1297,13.42,0.8384,914226,3.005,3.195,3.041,3.233
1298,13.44,0.7379,916681,3.025,3.231,3.062,3.273
1299,13.23,0.6375,914925,2.987,3.07,3.026,3.113
1300,13.26,0.7749,912903,2.987,3.118,3.025,3.159
1301,13.32,0.6882,913123,3.034,3.243,3.074,3.289
1302,13.21,0.7098,908922,2.967,3.031,3.004,3.07
1303,13.33,0.728,912289,3.009,3.114,3.046,3.159
1304,13.23,0.7351,912598,2.978,3.06,3.014,3.102
1305,13.23,0.7411,912710,2.995,3.089,3.033,3.134
1306,13.43,0.7982,914136,3.035,3.302,3.075,3.346
1307,13.32,0.7887,915040,3.004,3.113,3.043,3.154
1308,13.26,0.6759,913904,3.001,3.17,3.04,3.214
1309,13.33,0.7367,913526,3.021,3.181,3.059,3.22
1310,13.45,1.075,916578,3.035,3.171,3.074,3.212
1311,13.28,0.8047,915081,3.013,3.256,3.051,3.299
1312,13.16,0.8627,915416,2.967,3.133,3.006,3.173
1313,13.28,0.7217,919385,3.022,3.125,3.06,3.164
1314,13.25,0.9569,916322,2.987,3.078,3.026,3.117
1315,13.23,0.6648,916639,3.015,3.207,3.052,3.248
1316,13.26,0.7035,915871,2.996,3.114,3.034,3.156
1317,13.32,0.838,914910,3.005,3.174,3.042,3.213
1318,13.39,0.7467,911320,3.023,3.215,3.061,3.255
1319,13.29,0.8798,913784,2.995,3.06,3.033,3.1
1320,13.31,0.7645,914224,3.019,3.228,3.057,3.272
1321,13.42,0.9266,914421,2.992,3.084,3.03,3.124
1322,13.52,1.0479,911136,3.032,3.323,3.07,3.367
1323,13.41,0.9005,910668,3.024,3.204,3.062,3.244
1324,13.35,1.3068,915162,3.0,3.08,3.039,3.126
1325,13.33,0.7009,913060,3.049,3.183,3.089,3.226
1326,13.33,0.9072,911088,3.037,3.194,3.076,3.239
1327,13.41,0.9882,911331,3.029,3.189,3.066,3.231
1328,13.32,0.6396,913585,2.989,3.105,3.025,3.143
1329,13.4,1.0398,914029,3.019,3.198,3.059,3.242
1330,13.37,0.6676,916150,3.022,3.243,3.06,3.283
1331,13.29,0.8236,917922,3.001,3.113,3.039,3.154
1332,13.15,0.5502,911883,2.982,3.063,3.022,3.106
1333,13.3,0.6284,914830,3.014,3.191,3.052,3.229
1334,13.16,1.1028,913384,2.98,3.063,3.019,3.103
1335,13.21,0.6912,912105,3.02,3.126,3.058,3.164
1336,13.27,0.6583,914036,3.028,3.218,3.067,3.261
1337,13.36,0.7186,909812,3.028,3.136,3.067,3.178
1338,13.36,0.6813,913138,3.009,3.206,3.048,3.251
1339,13.24,0.6736,916725,3.007,3.142,3.044,3.182
1340,13.23,0.846,913993,2.972,3.026,3.01,3.064
1341,13.23,0.8601,914735,2.993,3.053,3.03,3.094
1342,13.18,0.5992,914119,2.96,3.011,2.998,3.057
1343,13.25,0.7389,915998,2.998,3.08,3.035,3.116
1344,13.31,0.8904,912970,3.017,3.136,3.056,3.179
1345,13.36,0.7958,916008,3.008,3.186,3.048,3.226
1346,13.38,0.8047,915137,3.053,3.286,3.09,3.328
1347,13.15,1.2702,913608,2.99,3.1,3.027,3.138
1348,13.44,0.7213,911452,3.016,3.179,3.056,3.226
1349,13.35,0.7958,916589,2.999,3.12,3.036,3.16
1350,13.27,1.182,913982,3.032,3.125,3.07,3.164
1351,13.33,0.7136,913437,2.982,3.105,3.021,3.145
1352,13.32,0.8643,912540,3.018,3.125,3.057,3.163
1353,13.38,0.6334,913934,3.019,3.196,3.061,3.238
1354,13.23,0.6195,915130,2.993,3.089,3.031,3.128
1355,13.35,0.7581,911808,2.997,3.128,3.034,3.165
1356,13.27,0.8211,915375,3.006,3.228,3.044,3.27
1357,13.33,0.798,912513,3.051,3.187,3.088,3.23
1358,13.32,0.6891,910661,2.999,3.134,3.037,3.174
1359,13.28,0.8355,912198,2.978,3.065,3.016,3.104
1360,13.28,0.9429,914227,2.995,3.088,3.032,3.128
1361,13.33,1.0619,910603,3.046,3.276,3.085,3.321
1362,13.33,0.989,915080,3.013,3.224,3.052,3.264
1363,13.2,0.7247,913684,2.988,3.047,3.026,3.083
1364,13.18,0.896,912084,2.984,3.106,3.021,3.146
1365,13.32,0.784,909767,3.009,3.158,3.047,3.199
1366,13.38,0.7696,911121,2.998,3.155,3.037,3.204
1367,13.41,0.7656,913520,3.004,3.164,3.041,3.202
1368,13.29,0.7043,911255,2.996,3.083,3.034,3.121
1369,13.13,0.6868,910981,2.972,3.048,3.01,3.086
1370,13.25,0.798,915658,3.008,3.112,3.048,3.16
1371,13.26,0.7374,915192,3.02,3.166,3.06,3.206
1372,13.3,0.6986,917186,2.99,3.171,3.029,3.219
1373,13.33,0.7497,915934,3.035,3.15,3.074,3.192
1374,13.32,0.7913,914576,3.006,3.07,3.046,3.114
1375,13.29,0.6986,914763,3.003,3.15,3.042,3.198
1376,13.23,0.6919,908580,3.022,3.2,3.061,3.243
1377,13.35,0.8489,913814,3.031,3.17,3.068,3.212
1378,13.33,1.0131,913211,3.015,3.215,3.054,3.26
1379,13.32,0.7331,913933,3.02,3.232,3.058,3.279
1380,13.42,1.082,910902,3.058,3.274,3.099,3.32
1381,13.26,0.9297,915688,3.016,3.121,3.055,3.16
1382,13.25,0.6991,910355,3.013,3.128,3.051,3.169
1383,13.48,0.6849,913589,3.031,3.244,3.068,3.284
1384,13.25,0.7355,912274,2.997,3.136,3.036,3.18
1385,13.4,0.6536,911585,3.02,3.241,3.06,3.287
1386,13.27,1.0099,910614,2.999,3.085,3.037,3.126
1387,13.28,0.9389,913683,2.998,3.157,3.036,3.197
1388,13.28,0.6906,912431,2.993,3.112,3.031,3.153
1389,13.34,0.8351,911990,3.005,3.087,3.042,3.125
1390,13.33,1.0192,916949,3.004,3.096,3.042,3.135
1391,13.34,0.6483,915763,3.033,3.132,3.071,3.175
1392,13.28,0.5463,915223,3.006,3.123,3.046,3.17
1393,13.34,0.6464,912007,3.033,3.122,3.072,3.172
1394,13.27,0.6052,911407,3.014,3.13,3.053,3.17
1395,13.27,0.8891,911187,3.007,3.124,3.045,3.167
1396,13.17,0.8664,908978,2.983,3.097,3.019,3.137
1397,13.25,0.6834,911381,3.007,3.194,3.046,3.239
1398,13.39,0.8481,912345,3.03,3.18,3.067,3.218
1399,13.27,0.9725,915351,3.005,3.115,3.043,3.159
1400,13.29,0.9538,916180,2.988,3.087,3.025,3.134
1401,13.2,1.006,913226,2.979,3.049,3.016,3.09
1402,13.39,0.931,915334,3.032,3.17,3.071,3.212
1403,13.32,0.6218,914597,3.028,3.198,3.067,3.241
1404,13.3,1.0357,913064,3.025,3.132,3.063,3.178
1405,13.32,0.69,911750,3.036,3.215,3.074,3.252
1406,13.36,0.8607,914239,2.997,3.117,3.036,3.159
1407,13.27,0.9442,918133,2.991,3.131,3.029,3.174
1408,13.26,0.6384,912613,3.027,3.149,3.066,3.19
1409,13.17,0.9097,912115,2.977,3.078,3.014,3.116
1410,13.28,0.8781,915175,2.994,3.06,3.033,3.099
1411,13.36,0.8302,911921,3.039,3.207,3.078,3.248
1412,13.16,0.6536,913478,2.996,3.091,3.034,3.132
1413,13.23,0.6792,915381,3.012,3.197,3.049,3.238
1414,13.34,0.6031,915206,3.025,3.152,3.063,3.192
1415,13.32,0.6379,912881,2.994,3.105,3.031,3.147
1416,13.32,0.6656,913507,3.0,3.178,3.037,3.224
1417,13.29,0.8148,911829,3.013,3.081,3.051,3.12
1418,13.24,0.6876,912444,2.998,3.116,3.036,3.16
1419,13.38,0.6365,912021,3.01,3.221,3.047,3.263
1420,13.29,0.7917,910442,2.98,3.12,3.017,3.162
1421,13.21,0.7505,911761,3.019,3.097,3.058,3.139
1422,13.25,0.7081,909787,2.991,3.089,3.029,3.129
